0.18822,0.094108,1.2823,0.18822
0.37476,0.18738,1.5621,0.37476
0.55798,0.27899,1.837,0.55798
0.73625,0.36812,2.1044,0.73625
0.90798,0.45399,2.362,0.90798
1.0717,0.53583,2.6075,1.0717
1.2258,0.61291,2.8387,1.2258
1.3691,0.68455,3.0536,1.3691
1.5002,0.75011,3.2503,1.5002
1.618,0.80902,3.4271,1.618
1.7215,0.86074,3.5822,1.7215
1.8097,0.90483,3.7145,1.8097
1.8818,0.94088,3.8226,1.8818
1.9372,0.96858,3.9057,1.9372
1.9754,0.98769,3.9631,1.9754
1.9961,0.99803,3.9941,1.9961
2,1,4,2
